roi,x,1,2
0,0.779783394,0.14604606,0.612370808
0,0.783393502,0.138987621,0.643570757
0,0.78700361,0.157558935,0.615911686
0,0.790613718,0.143278783,0.626519956
0,0.794223827,0.155859216,0.639196731
0,0.797833935,0.145464136,0.640604463
0,0.801444043,0.140946903,0.626347581
0,0.805054152,0.149148257,0.607838772
0,0.80866426,0.144928264,0.599830498
0,0.812274368,0.156637905,0.582808426
0,0.815884477,0.1649816,0.592447084
0,0.819494585,0.15559128,0.59221725
0,0.823104693,0.14319924,0.598896797
0,0.826714801,0.156277866,0.574520042
0,0.83032491,0.162164086,0.606596232
0,0.833935018,0.146401912,0.591111175
0,0.837545126,0.143835588,0.619890685
0,0.841155235,0.131259341,0.61735533
0,0.844765343,0.142106563,0.609971917
0,0.848375451,0.137857265,0.626929348
0,0.85198556,0.158245521,0.609418879
0,0.855595668,0.170285896,0.604743197
0,0.859205776,0.144844534,0.58546588
0,0.862815884,0.146418658,0.543571475
0,0.866425993,0.170545459,0.480956109
0,0.870036101,0.160903949,0.470872148
0,0.873646209,0.164839259,0.462950061
0,0.877256318,0.164219657,0.445260035
0,0.880866426,0.160803473,0.436770547
0,0.884476534,0.196221265,0.444979925
0,0.888086643,0.20748295,0.438228555
0,0.891696751,0.209082194,0.421852892
0,0.895306859,0.201307863,0.414210916
0,0.898916968,0.194735057,0.417586601
0,0.902527076,0.198661995,0.419920851
0,0.906137184,0.182468612,0.396563984
0,0.909747292,0.169662108,0.381768428
0,0.913357401,0.173919778,0.342754128
0,0.916967509,0.182740734,0.317723783
0,0.920577617,0.162201764,0.289842061
0,0.924187726,0.16774469,0.266743757
0,0.927797834,0.150337223,0.241713412
0,0.931407942,0.164202911,0.213889148
0,0.935018051,0.15224208,0.219017317
0,0.938628159,0.159794527,0.236908447
0,0.942238267,0.157504511,0.219800188
0,0.945848375,0.141742338,0.180383679
0,0.949458484,0.128286926,0.131414699
0,0.953068592,0.133683325,0.142482637
0,0.9566787,0.137304647,0.136787066
0,0.960288809,0.135998459,0.123772723
0,0.963898917,0.138627582,0.121395379
0,0.967509025,0.121936005,0.133145636
0,0.971119134,0.111775369,0.11085175
0,0.974729242,0.100584854,0.104653418
0,0.97833935,0.109807714,0.105199273
0,0.981949458,0.105512365,0.103224138
0,0.985559567,0.089766938,0.099474973
0,0.989169675,0.075712856,0.075076671
0,0.992779783,0.05987114,0.031494423
0,0.996389892,0,0
0,1,0,0
1,0,0,0
1,0.001587302,0,0
1,0.003174603,0,0.000491714
1,0.004761905,0,0.003437461
1,0.006349206,0,0.008316779
1,0.007936508,0.000373377,0.011354816
1,0.00952381,0.002642362,0.002178672
1,0.011111111,0,0.001289048
1,0.012698413,0.000584,0.006260657
1,0.014285714,0.004097576,0.013410938
1,0.015873016,0,0.008776721
1,0.017460317,0,0.011539398
1,0.019047619,0,0.014117494
1,0.020634921,0,0.021850268
1,0.022222222,0.000679738,0.012674124
1,0.023809524,0.004815609,0.014669727
1,0.025396825,0.005887872,0.012398764
1,0.026984127,0.0033221,0.017615473
1,0.028571429,0.006797381,0.014637955
1,0.03015873,0.011459809,0.002608355
1,0.031746032,0.011163022,0.001441857
1,0.033333333,0.005648528,0.022494792
1,0.034920635,0.003705051,0.017155531
1,0.036507937,0.006682495,0.012858706
1,0.038095238,0.003810363,0.024213522
1,0.03968254,0.001129706,0.012061372
1,0.041269841,0.004585838,0.005800715
1,0.042857143,0.015882894,0.00521671
1,0.044444444,0.010933252,0.013565261
1,0.046031746,0.021560142,0.01199934
1,0.047619048,0.031287098,0.025134919
1,0.049206349,0.040161988,0.0151917
1,0.050793651,0.038275955,0.009973478
1,0.052380952,0.063924099,0.01335042
1,0.053968254,0.111371731,0.024796014
1,0.055555556,0.125780263,0.009513536
1,0.057142857,0.123003868,0.002178672
1,0.058730159,0.176693601,0.011079456
1,0.06031746,0.2091487,0.034341322
1,0.061904762,0.215630146,0.069572269
1,0.063492063,0.240914487,0.066626523
1,0.065079365,0.252374296,0.042473519
1,0.066666667,0.290899169,0.072977958
1,0.068253968,0.314555968,0.066104549
1,0.06984127,0.340251982,0.050637489
1,0.071428571,0.339371194,0.093048976
1,0.073015873,0.365335274,0.065060602
1,0.074603175,0.368954161,0.048979277
1,0.076190476,0.378154559,0.084027155
1,0.077777778,0.393530043,0.05299923
1,0.079365079,0.400949719,0.086205827
1,0.080952381,0.446549611,0.088783923
1,0.082539683,0.470847854,0.087494875
1,0.084126984,0.49011029,0.106459915
1,0.085714286,0.531162639,0.132974659
1,0.087301587,0.557107571,0.152738546
1,0.088888889,0.536964347,0.166119225
1,0.09047619,0.545417991,0.178917412
1,0.092063492,0.544288286,0.170753442
1,0.093650794,0.55015701,0.148995466
1,0.095238095,0.544307433,0.211263131
1,0.096825397,0.542363957,0.16151678
1,0.098412698,0.544833991,0.095504522
1,0.1,0.552253667,0.136903834
1,0.101587302,0.586891587,0.188061784
1,0.103174603,0.601261824,0.165566992
1,0.104761905,0.605033891,0.118398736
1,0.106349206,0.606000842,0.108086354
1,0.107936508,0.612214223,0.123185764
1,0.10952381,0.611534485,0.155685805
1,0.111111111,0.601730939,0.189750255
1,0.112698413,0.594627197,0.168759352
1,0.114285714,0.611457895,0.194659832
1,0.115873016,0.597346149,0.21488366
1,0.117460317,0.593085819,0.165597251
1,0.119047619,0.597863133,0.165137309
1,0.120634921,0.603339333,0.215528184
1,0.122222222,0.619988129,0.22651535
1,0.123809524,0.638992073,0.257234629
1,0.125396825,0.661270249,0.283351464
1,0.126984127,0.672241795,0.332423032
1,0.128571429,0.687875771,0.279699162
1,0.13015873,0.700206794,0.262175979
1,0.131746032,0.698943055,0.255792772
1,0.133333333,0.722149887,0.276937997
1,0.134920635,0.724849692,0.292035894
1,0.136507937,0.72877494,0.394475855
1,0.138095238,0.732652319,0.426975897
1,0.13968254,0.753532723,0.378886245
1,0.141269841,0.757898365,0.303514773
1,0.142857143,0.753082756,0.26601135
1,0.144444444,0.75793666,0.274574743
1,0.146031746,0.767204075,0.279054638
1,0.147619048,0.760914104,0.258431386
1,0.149206349,0.772929192,0.23185461
1,0.150793651,0.772287749,0.243885723
1,0.152380952,0.78608356,0.212797279
1,0.153968254,0.812641213,0.197882452
1,0.155555556,0.829069812,0.228571472
1,0.157142857,0.843526213,0.239803738
1,0.158730159,0.852975529,0.210281215
1,0.16031746,0.862204649,0.27749023
1,0.161904762,0.869796653,0.259997307
1,0.163492063,0.87536859,0.202578701
1,0.165079365,0.884109447,0.254136073
1,0.166666667,0.898326504,0.310817865
1,0.168253968,0.90539195,0.322694655
1,0.16984127,0.900729522,0.300844387
1,0.171428571,0.917253858,0.28948957
1,0.173015873,0.92364914,0.270308176
1,0.174603175,0.932619768,0.25735718
1,0.176190476,0.933998392,0.295535386
1,0.177777778,0.93873741,0.297529476
1,0.179365079,0.949393023,0.259107682
1,0.180952381,0.967401294,0.274850103
1,0.182539683,0.973499789,0.326407475
1,0.184126984,0.980469498,0.28789339
1,0.185714286,0.967707655,0.285192744
1,0.187301587,0.969335197,0.281510183
1,0.188888889,0.984701107,0.252632184
1,0.19047619,0.969708574,0.298113482
1,0.192063492,0.968636311,0.337762292
1,0.193650794,0.980660973,0.323094078
1,0.195238095,0.964739785,0.325457332
1,0.196825397,0.968310803,0.285622427
1,0.198412698,0.967257688,0.262360561
1,0.2,0.97076169,0.248703009
1,0.201587302,0.966252441,0.275832018
1,0.203174603,0.957511584,0.303085091
1,0.204761905,0.953883123,0.294306857
1,0.206349206,0.978037759,0.309099134
1,0.207936508,0.978372841,0.341077202
1,0.20952381,0.987084977,0.287555999
1,0.211111111,0.996084326,0.226115927
1,0.212698413,1,0.178272888
1,0.214285714,0.999109639,0.211477972
1,0.215873016,0.975787922,0.176399835
1,0.217460317,0.930073144,0.173301279
1,0.219047619,0.904903688,0.173239247
1,0.220634921,0.89636388,0.152678027
1,0.222222222,0.887680466,0.136381861
1,0.223809524,0.922519435,0.211753332
1,0.225396825,0.922825796,0.195488938
1,0.226984127,0.927124421,0.182385132
1,0.228571429,0.926990388,0.219365068
1,0.23015873,0.928282848,0.234801869
1,0.231746032,0.951221614,0.239006404
1,0.233333333,0.943725348,0.259782466
1,0.234920635,0.950867384,0.283536046
1,0.236507937,0.95762647,0.252325052
1,0.238095238,0.954371386,0.199478632
1,0.23968254,0.911279822,0.215805057
1,0.241269841,0.917138973,0.239650928
1,0.242857143,0.901619883,0.25919846
1,0.244444444,0.886186957,0.278901828
1,0.246031746,0.908503427,0.206261262
1,0.247619048,0.906416344,0.143317301
1,0.249206349,0.91692835,0.103636718
1,0.250793651,0.947918661,0.121436774
1,0.252380952,0.945027381,0.163787743
1,0.253968254,0.938440623,0.204910183
1,0.255555556,0.944759315,0.193278493
1,0.257142857,0.936286524,0.277397939
1,0.258730159,0.966482212,0.251618496
1,0.26031746,0.982307663,0.174895946
1,0.261904762,0.989105043,0.164432267
1,0.263492063,0.977961169,0.176891549
1,0.265079365,0.973337035,0.204940442
1,0.266666667,0.978037759,0.211877395
1,0.268253968,0.958660437,0.215130274
1,0.26984127,0.929010455,0.209974083
1,0.271428571,0.905037721,0.193187715
1,0.273015873,0.848341822,0.214178618
1,0.274603175,0.787940872,0.184870936
1,0.276190476,0.757572856,0.187969493
1,0.277777778,0.764465975,0.181832899
1,0.279365079,0.777888408,0.213564353
1,0.280952381,0.753178493,0.172932115
1,0.282539683,0.751321181,0.139144538
1,0.284126984,0.747740589,0.123400605
1,0.285714286,0.757515414,0.125486986
1,0.287301587,0.774796079,0.155009509
1,0.288888889,0.754643281,0.132024516
1,0.29047619,0.784465592,0.142795327
1,0.292063492,0.769693256,0.135030781
1,0.293650794,0.792134186,0.149210307
1,0.295238095,0.8002336,0.102839385
1,0.296825397,0.83002719,0.163203738
1,0.298412698,0.830352698,0.196777986
1,0.3,0.817696167,0.202578701
1,0.301587302,0.814240034,0.205094765
1,0.303174603,0.781727492,0.245910072
1,0.304761905,0.788180217,0.280190876
1,0.306349206,0.809165933,0.282921781
1,0.307936508,0.805518324,0.313150859
1,0.30952381,0.839093555,0.259290751
1,0.311111111,0.84296136,0.233757922
1,0.312698413,0.874325049,0.198312134
1,0.314285714,0.901600735,0.185023746
1,0.315873016,0.913156282,0.167378013
1,0.317460317,0.920767434,0.168759352
1,0.319047619,0.913299889,0.216879264
1,0.320634921,0.883219086,0.203775458
1,0.322222222,0.867814881,0.219794751
1,0.323809524,0.842607131,0.184409481
1,0.325396825,0.85242025,0.1377632
1,0.326984127,0.854536055,0.108025835
1,0.328571429,0.864263011,0.184963227
1,0.33015873,0.840807261,0.168359929
1,0.331746032,0.802368552,0.223999286
1,0.333333333,0.805805537,0.21288957
1,0.334920635,0.708421093,0.246309496
1,0.336507937,0.705367059,0.209114718
1,0.338095238,0.742072914,0.201380431
1,0.33968254,0.770248535,0.241030754
1,0.341269841,0.77287175,0.243793432
1,0.342857143,0.743958948,0.252170729
1,0.344444444,0.753197641,0.217923211
1,0.346031746,0.72012982,0.200153415
1,0.347619048,0.699699383,0.184379222
1,0.349206349,0.644937388,0.208377903
1,0.350793651,0.61035691,0.168605029
1,0.352380952,0.545800942,0.174528295
1,0.353968254,0.523819553,0.234862388
1,0.355555556,0.511737449,0.281018469
1,0.357142857,0.487113698,0.238422399
1,0.358730159,0.501503083,0.196900536
1,0.36031746,0.519721978,0.179132253
1,0.361904762,0.509315284,0.175602501
1,0.363492063,0.508999349,0.173239247
1,0.365079365,0.486376517,0.227681847
1,0.366666667,0.491967602,0.244375924
1,0.368253968,0.477970743,0.2367657
1,0.36984127,0.452609811,0.240540553
1,0.371428571,0.434687703,0.221788841
1,0.373015873,0.455989354,0.22504172
1,0.374603175,0.466472638,0.200490806
1,0.376190476,0.451173745,0.218905126
1,0.377777778,0.409403362,0.199508891
1,0.379365079,0.374947344,0.190394778
1,0.380952381,0.343957033,0.111585846
1,0.382539683,0.337801095,0.097775485
1,0.384126984,0.336834144,0.146079978
1,0.385714286,0.363027994,0.196501113
1,0.387301587,0.372927278,0.223967514
1,0.388888889,0.358815532,0.176737226
1,0.39047619,0.35825068,0.145650296
1,0.392063492,0.37037108,0.16176188
1,0.393650794,0.387029449,0.22488891
1,0.395238095,0.38502853,0.19754506
1,0.396825397,0.369901965,0.175939893
1,0.398412698,0.343277295,0.165076791
1,0.4,0.333291847,0.177014099
1,0.401587302,0.339160571,0.20113533
1,0.403174603,0.302885536,0.237563034
1,0.404761905,0.313273082,0.248550199
1,0.406349206,0.271330372,0.215437406
1,0.407936508,0.28037759,0.179437872
1,0.40952381,0.279152146,0.227589556
1,0.411111111,0.258884464,0.289120406
1,0.412698413,0.272373913,0.399417205
1,0.414285714,0.249109639,0.393770813
1,0.415873016,0.272488799,0.371643672
1,0.417460317,0.267912534,0.284026247
1,0.419047619,0.275696013,0.328555888
1,0.420634921,0.269425191,0.332852714
1,0.422222222,0.251943476,0.29657782
1,0.423809524,0.25359974,0.292035894
1,0.425396825,0.243068587,0.252939316
1,0.426984127,0.233791598,0.221114058
1,0.428571429,0.224706085,0.286082369
1,0.43015873,0.202140696,0.27067734
1,0.431746032,0.24480144,0.221236608
1,0.433333333,0.248468196,0.242964326
1,0.434920635,0.28651438,0.33567591
1,0.436507937,0.311664688,0.398588099
1,0.438095238,0.317686593,0.347859833
1,0.43968254,0.335589553,0.288599946
1,0.441269841,0.290238578,0.260979222
1,0.442857143,0.336910734,0.229737969
1,0.444444444,0.353779727,0.142243094
1,0.446031746,0.330132501,0.135890147
1,0.447619048,0.309290392,0.201043039
1,0.449206349,0.282110443,0.149485667
1,0.450793651,0.268534829,0.1228166
1,0.452380952,0.232920384,0.181893418
1,0.453968254,0.203279975,0.275986341
1,0.455555556,0.176636158,0.262053429
1,0.457142857,0.151782637,0.266410774
1,0.458730159,0.150049784,0.254533984
1,0.46031746,0.127484395,0.284793321
1,0.461904762,0.090807261,0.28095795
1,0.463492063,0.073832957,0.305386313
1,0.465079365,0.061578524,0.26039673
1,0.466666667,0.086278865,0.240847685
1,0.468253968,0.086144832,0.269019128
1,0.46984127,0.093411328,0.226975292
1,0.471428571,0.089600965,0.242841775
1,0.473015873,0.089696703,0.304035234
1,0.474603175,0.064450657,0.407519143
1,0.476190476,0.065886723,0.48893643
1,0.477777778,0.066317543,0.457480335
1,0.479365079,0.026758703,0.445603545
1,0.480952381,0.047112549,0.398312739
1,0.482539683,0.052990847,0.436949375
1,0.484126984,0.039300348,0.46475468
1,0.485714286,0.037366446,0.48878362
1,0.487301587,0.035557002,0.372503037
1,0.488888889,0.045417991,0.220254693
1,0.49047619,0.048136943,0.27936177
1,0.492063492,0.031909394,0.315299272
1,0.493650794,0.017146632,0.279546352
1,0.495238095,0.029209589,0.306950721
1,0.496825397,0.014044729,0.323738602
1,0.498412698,0.000947804,0.381064917
1,0.5,0.008118562,0.412398461
1,0.501587302,0.020018765,0.388492071
1,0.503174603,0.024642898,0.408593349
1,0.504761905,0.013317122,0.360381147
1,0.506349206,0.017883813,0.356821136
1,0.507936508,0.013805384,0.361270771
1,0.50952381,0.019013518,0.378088911
1,0.511111111,0.008463218,0.32020885
1,0.512698413,0.008779152,0.334111503
1,0.514285714,0.016294566,0.329445513
1,0.515873016,0.012292728,0.357004205
1,0.517460317,0.015538238,0.373239852
1,0.519047619,0.011163022,0.417462361
1,0.520634921,0.010291809,0.434371279
1,0.522222222,0.030683951,0.467670167
1,0.523809524,0.034312411,0.525825588
1,0.525396825,0.037127101,0.534110595
1,0.526984127,0.010023743,0.573300976
1,0.528571429,0.01493509,0.56206871
1,0.53015873,0.025657718,0.631456397
1,0.531746032,0.030329721,0.755593817
1,0.533333333,0.023551488,0.707166773
1,0.534920635,0.033326313,0.712321451
1,0.536507937,0.043656416,0.704404095
1,0.538095238,0.047868878,0.765260162
1,0.53968254,0.047619959,0.754887261
1,0.541269841,0.037088806,0.642933764
1,0.542857143,0.040937464,0.585238285
1,0.544444444,0.043905335,0.539389336
1,0.546031746,0.032100869,0.528004261
1,0.547619048,0.032799755,0.56047253
1,0.549206349,0.03905143,0.547001073
1,0.550793651,0.022756864,0.608624214
1,0.552380952,0.04460422,0.632038889
1,0.553968254,0.060898786,0.682216436
1,0.555555556,0.065637805,0.707227292
1,0.557142857,0.069543905,0.71370279
1,0.558730159,0.06876843,0.700384142
1,0.56031746,0.067188757,0.697038973
1,0.561904762,0.037347298,0.681202748
1,0.563492063,0.040123693,0.643455737
1,0.565079365,0.020181519,0.604971912
1,0.566666667,0.025188603,0.607457716
1,0.568253968,0.016696664,0.551726068
1,0.56984127,0.004327347,0.507533819
1,0.571428571,0.01610309,0.536843013
1,0.573015873,0.026002374,0.514163639
1,0.574603175,0.009439743,0.545864835
1,0.576190476,0.005323019,0.619272475
1,0.577777778,0.012761843,0.615589913
1,0.579365079,0.016256271,0.571367404
1,0.580952381,0.019262436,0.556084926
1,0.582539683,0.021129323,0.633574551
1,0.584126984,0.020660208,0.789873107
1,0.585714286,0.010760924,0.93165626
1,0.587301587,0.02165588,0.975296277
1,0.588888889,0.025734309,1
1,0.59047619,0.01399686,0.99318711
1,0.592063492,0.018486961,0.935983345
1,0.593650794,0.024757783,0.983551024
1,0.595238095,0.019750699,0.91803048
1,0.596825397,0.016715812,0.89961616
1,0.598412698,0.021263355,0.879822015
1,0.6,0.016390304,0.896977546
1,0.601587302,0.008779152,0.923921973
1,0.603174603,0.017539157,0.894491741
1,0.604761905,0.007869643,0.813626688
1,0.606349206,0.016639222,0.782722826
1,0.607936508,0.012723548,0.768575073
1,0.60952381,0.010837514,0.67779706
1,0.611111111,0.016294566,0.61506794
1,0.612698413,0.025983227,0.587019047
1,0.614285714,0.01551909,0.563602858
1,0.615873016,0.013709647,0.453797774
1,0.617460317,0.007534561,0.331226275
1,0.619047619,0.012082105,0.329507544
1,0.620634921,0.005227281,0.319411516
1,0.622222222,0.004796462,0.329077862
1,0.623809524,0.006443151,0.247353443
1,0.625396825,0.007927086,0.261039741
1,0.626984127,0.004155019,0.372195905
1,0.628571429,0,0.428909469
1,0.63015873,0.01392027,0.511125602
1,0.631746032,0.018716731,0.536289267
1,0.633333333,0.008625972,0.508884898
1,0.634920635,0.019070961,0.513272502
1,0.636507937,0.015633975,0.50906948
1,0.638095238,0.013049056,0.57072288
1,0.63968254,0.019300731,0.578210554
1,0.641269841,0.016859419,0.563847959
1,0.642857143,0.014351089,0.536843013
1,0.644444444,0.011143875,0.570078357
1,0.646031746,0.015126565,0.562713234
1,0.647619048,0.016639222,0.561117054
1,0.649206349,0.016581779,0.53641333
1,0.650793651,0.018822043,0.54485266
1,0.652380952,0.023321717,0.605064203
1,0.653968254,0.031047754,0.609820971
1,0.655555556,0.03506874,0.594077037
1,0.657142857,0.01551909,0.517171418
1,0.658730159,0.006625053,0.47705964
1,0.66031746,0,0.418044853
1,0.661904762,0.007745184,0.435047575
1,0.663492063,0.027888408,0.484916477
1,0.665079365,0.026356604,0.546754459
1,0.666666667,0.039520545,0.599078906
1,0.668253968,0.026078965,0.639773176
1,0.66984127,0.032704017,0.612061675
1,0.671428571,0.072779841,0.582169988
1,0.673015873,0.083540765,0.575387357
1,0.674603175,0.10399035,0.562620943
